seq	score
ENSMUST00000134566	2.6928757905373635
ENSMUST00000053760	1.8217405492869436
ENSMUST00000185234	0.6333610620411936
ENSMUST00000162342	-0.6800182297115401
ENSMUST00000048820	0.9889720852328978
ENSMUST00000113494	-2.9775967814828648
ENSMUST00000069799	1.1529531224203105
ENSMUST00000027322	-0.6453788593094082
ENSMUST00000189220	-1.4045297205590417
ENSMUST00000053075	-0.5879873302898769
ENSMUST00000177458	-5.993550257416666
ENSMUST00000049126	0.9373310459617364
ENSMUST00000143656	-1.6563291021602438
ENSMUST00000027422	0.3762980540091535
ENSMUST00000027431	-1.0616293871182791
ENSMUST00000045897	-2.525022252065322
ENSMUST00000027449	2.908460244611299
ENSMUST00000050876	2.0992941906314666
ENSMUST00000027477	-2.2246268563946794
ENSMUST00000187758	0.3409614812630187
ENSMUST00000159814	0.965461352447294
ENSMUST00000065587	-3.0605996983270485
ENSMUST00000027532	3.993024854525903
ENSMUST00000189651	-1.3268113209004029
ENSMUST00000086851	1.8466074420920693
ENSMUST00000069620	-2.490016166148428
ENSMUST00000047242	0.740605212136245
ENSMUST00000188081	0.8805467762594419
ENSMUST00000097642	-0.18756339741016656
ENSMUST00000045970	-0.6136083941602353
ENSMUST00000186861	1.6852294456844317
ENSMUST00000152307	1.3281300245355707
ENSMUST00000139028	-2.015169791047371
ENSMUST00000185498	-1.4843997194776388
ENSMUST00000170883	1.1350563362938155
ENSMUST00000122402	2.3496887608093324
ENSMUST00000027499	-5.261751626341794
ENSMUST00000188402	1.6659429484184227
ENSMUST00000112881	0.1514966494887767
ENSMUST00000189556	3.712690019966221
ENSMUST00000071985	-1.3073455275700865
ENSMUST00000142234	0.2708908391246279
ENSMUST00000086738	-0.2972090812579884
ENSMUST00000191293	-1.7129518639076913
ENSMUST00000027559	-3.842353320663489
ENSMUST00000118196	0.5076054422376269
ENSMUST00000010049	-0.985313252825452
ENSMUST00000000514	-1.6732697615823018
ENSMUST00000145188	8.975516616464557
ENSMUST00000035462	-1.9578701344451104
ENSMUST00000043725	1.5970757090511092
ENSMUST00000186163	0.11694189678700685
ENSMUST00000156213	3.034495543657219
ENSMUST00000201849	0.33463627545435304
ENSMUST00000036025	2.997833975786918
ENSMUST00000131471	1.4839318587413155
ENSMUST00000112606	-3.0972696870686947
ENSMUST00000178474	-0.7687292722447052
ENSMUST00000162899	-3.100161054208103
ENSMUST00000162664	-1.9476266136175568
ENSMUST00000038361	0.09994974196434273
ENSMUST00000186865	-0.3783559299894417
ENSMUST00000187557	-0.983339694914246
ENSMUST00000027650	-0.5523329780336156
ENSMUST00000169659	0.7305639833584602
ENSMUST00000188520	0.5060344626444194
ENSMUST00000016672	1.1015654901416168
ENSMUST00000016670	-2.775202974625109
ENSMUST00000027688	2.1138622896540227
ENSMUST00000086559	-1.9481656530731384
ENSMUST00000086556	0.12515678051125215
ENSMUST00000027697	0.03413221936941965
ENSMUST00000046071	2.717687014159205
ENSMUST00000190825	0.3532942552439027
ENSMUST00000186487	0.9399784641782176
ENSMUST00000027706	-0.13576546173231552
ENSMUST00000185418	2.1345718125661053
ENSMUST00000124934	1.9122955040932152
ENSMUST00000052529	0.18626294159566464
ENSMUST00000147909	-1.978694463490276
ENSMUST00000172079	3.6134534673209338
ENSMUST00000190574	-0.2471538970443157
ENSMUST00000193504	0.4824420340604563
ENSMUST00000186476	-0.8612977683632229
ENSMUST00000020692	-2.5447501015278484
ENSMUST00000168515	2.5106308958492805
ENSMUST00000027727	1.1088412067372144
ENSMUST00000133721	0.01557044220905076
ENSMUST00000047978	1.1338774843711
ENSMUST00000112198	-0.8468777050971275
ENSMUST00000121990	10.0
ENSMUST00000081104	1.4746897749261725
ENSMUST00000159181	0.00882908041710632
ENSMUST00000027677	-0.006276281727096092
ENSMUST00000038945	-0.6020710897927826
ENSMUST00000112046	-0.7882018834226253
ENSMUST00000027642	7.064545504576159
ENSMUST00000193374	4.620507555171296
ENSMUST00000200243	2.2337539107862323
ENSMUST00000038252	-7.283597028560681
ENSMUST00000159794	-1.3133611495501494
ENSMUST00000018343	0.7861738444702173
ENSMUST00000134817	-0.4097939634667919
ENSMUST00000132847	-9.693106343576373
ENSMUST00000035065	-1.1530777463978223
ENSMUST00000097547	-0.4477216509642467
ENSMUST00000097543	-2.52366637851311
ENSMUST00000189655	2.7522177112091155
ENSMUST00000148810	10.0
ENSMUST00000191070	-0.5108918154288078
ENSMUST00000111859	-0.3844379008074345
ENSMUST00000097536	-3.823212475492352
ENSMUST00000185356	-0.6374325578133133
ENSMUST00000136614	-3.15506801748365
ENSMUST00000042141	-0.6841081738710064
ENSMUST00000187747	0.3194141531892576
ENSMUST00000027748	-1.4538792111120489
ENSMUST00000086199	-0.1301442291322893
ENSMUST00000055322	-0.8082648480115057
ENSMUST00000027741	-0.7714936015996915
ENSMUST00000151368	2.080192145978881
ENSMUST00000124495	0.8091417453982759
ENSMUST00000097527	0.14719923723768
ENSMUST00000131359	0.046751779150311916
ENSMUST00000015628	0.7641267663802888
ENSMUST00000121146	-0.10089656884896604
ENSMUST00000187507	0.4529332065772727
ENSMUST00000172057	-4.636252548258773
ENSMUST00000078308	-1.279980209674597
ENSMUST00000192709	0.180361004535774
ENSMUST00000046110	0.12271961418223433
ENSMUST00000195199	0.9725182735124196
ENSMUST00000078878	-1.293995067016844
ENSMUST00000195654	0.5585454101248299
ENSMUST00000028049	-0.4825077288438919
ENSMUST00000148952	-0.5473968892373807
ENSMUST00000125018	0.5509328902687206
ENSMUST00000194613	0.6858207270574881
ENSMUST00000193784	3.851127508543007
ENSMUST00000086074	-0.4401171909012915
ENSMUST00000050010	-9.230962125667114
ENSMUST00000045138	-0.7571385463976097
ENSMUST00000077642	-0.15389628080694254
ENSMUST00000160773	2.838779751764527
ENSMUST00000027867	-2.4272166908776542
ENSMUST00000148884	-0.6521339915098887
ENSMUST00000027863	3.39778100574688
ENSMUST00000195248	1.2694995987095052
ENSMUST00000111416	-1.183315292505538
ENSMUST00000138284	1.0535001522195755
ENSMUST00000131487	-0.5797771901796265
ENSMUST00000128373	-3.4701146484049046
ENSMUST00000053686	0.4539249661307699
ENSMUST00000028004	1.5949112394406852
ENSMUST00000028005	4.717612579884107
ENSMUST00000176540	-0.02987818892308045
ENSMUST00000027991	-0.7442245765198332
ENSMUST00000027989	-0.6407187060278872
ENSMUST00000191690	-0.4949536870319597
ENSMUST00000046792	-0.40036488863650777
ENSMUST00000027974	-0.21556519350068826
ENSMUST00000170420	-0.7792837649346811
ENSMUST00000081560	-0.13750784789753942
ENSMUST00000111332	1.6757205947907148
ENSMUST00000125939	1.4537469805267078
ENSMUST00000152689	1.6119505034297092
ENSMUST00000080001	0.7487522366255009
ENSMUST00000141357	-1.1965527965423721
ENSMUST00000061878	1.3836104747837543
ENSMUST00000167546	1.4777099610152962
ENSMUST00000027837	-10.0
ENSMUST00000142825	-1.530945301461024
ENSMUST00000027833	-0.235072941162706
ENSMUST00000127662	1.2602455959543022
ENSMUST00000195394	0.4834523268612483
ENSMUST00000013842	-0.5539392120380936
ENSMUST00000150598	2.7310089865612692
ENSMUST00000062387	0.6918488275664432
ENSMUST00000111220	0.055751710481364125
ENSMUST00000030039	0.552942001403546
ENSMUST00000192227	-0.20252191164253872
ENSMUST00000027809	-0.12338159775311455
ENSMUST00000144340	-5.030426979210644
ENSMUST00000111159	-2.4495007775624527
ENSMUST00000016105	0.08309060988934826
ENSMUST00000027781	-0.5131759335235893
ENSMUST00000027775	10.0
ENSMUST00000161017	1.3038682875403569
ENSMUST00000111134	-1.6087828669827071
ENSMUST00000027769	0.3248819099073995
ENSMUST00000040706	0.0961671524890984
ENSMUST00000134287	-0.17188684042648406
ENSMUST00000027768	-1.217093616412978
ENSMUST00000136521	-2.0181455125967664
ENSMUST00000081026	-4.959722206452518
ENSMUST00000036928	-1.0920256527615153
ENSMUST00000111059	1.2873628192790865
ENSMUST00000027795	-0.7799643120766024
ENSMUST00000193703	0.12975896425930505
ENSMUST00000191799	1.2633319177043902
ENSMUST00000035295	1.4830579865058715
ENSMUST00000194033	1.8661925722674368
ENSMUST00000192076	-0.5058025848236418
ENSMUST00000048655	1.2551784172738565
ENSMUST00000160982	-1.770074002045814
ENSMUST00000048308	-1.6642565866708825
ENSMUST00000027929	-0.10500547312609412
ENSMUST00000027921	0.18242275867197646
ENSMUST00000046514	3.187148408883808
ENSMUST00000061093	-4.5163754397175815
ENSMUST00000162336	0.3845998791649284
ENSMUST00000110943	3.309677946446324
ENSMUST00000079451	-0.20117130068223746
ENSMUST00000175916	-1.1531140885973787
ENSMUST00000144693	-0.8532428789259872
ENSMUST00000166139	3.0349348073595666
ENSMUST00000046770	-0.002334342775293146
ENSMUST00000195650	-0.6542270245712419
ENSMUST00000194785	-0.4551981081190571
ENSMUST00000044954	-1.3358034485096413
ENSMUST00000110844	-0.2642464431594543
ENSMUST00000195354	-1.3982551215191348
ENSMUST00000178744	0.8724251729102971
ENSMUST00000193128	2.5613670359857914
ENSMUST00000194458	-1.7721584407544406
ENSMUST00000193094	-1.1152886861904447
ENSMUST00000117291	-1.3116885130825091
ENSMUST00000143037	-1.1475915809480377
ENSMUST00000019907	-0.22158405426692107
ENSMUST00000131996	-2.361742511960036
ENSMUST00000105604	-0.32855576625849875
ENSMUST00000040135	2.4631006740658385
ENSMUST00000124838	-0.07874580041200563
ENSMUST00000138151	0.15634178352387945
ENSMUST00000147938	-2.262155686392189
ENSMUST00000061601	-2.003517222245166
ENSMUST00000015449	3.307625646932338
ENSMUST00000100070	3.2180713740302846
ENSMUST00000044306	-6.023123605016121
ENSMUST00000161858	-0.3659516383650807
ENSMUST00000070300	7.024586452744394
ENSMUST00000121646	0.6115327737715892
ENSMUST00000019950	-0.20497421094822896
ENSMUST00000154265	-0.11663704828446204
ENSMUST00000162610	0.7657109142168329
ENSMUST00000185392	-1.136064575273558
ENSMUST00000038107	0.7118829582154329
ENSMUST00000037879	-6.265281373676606
ENSMUST00000020002	-1.250889579177889
ENSMUST00000019999	-2.6577717602660527
ENSMUST00000055107	-1.3931068433181917
ENSMUST00000110989	-2.6906660915002707
ENSMUST00000116259	-0.033218588678420015
ENSMUST00000166147	-4.786674969084612
ENSMUST00000105525	-3.5374418972803103
ENSMUST00000092674	-3.0437774118468064
ENSMUST00000141218	1.5920480564504005
ENSMUST00000180726	-1.5011522581220502
ENSMUST00000092665	10.0
ENSMUST00000095784	10.0
ENSMUST00000020171	-1.2668382100450817
ENSMUST00000020159	-2.3753912264962582
ENSMUST00000066049	-5.86855685767816
ENSMUST00000105519	-2.2859029903111723
ENSMUST00000166468	-0.930371005250472
ENSMUST00000092629	-0.9333607611939968
ENSMUST00000070359	-0.4501408002570988
ENSMUST00000092627	-2.5893437716780707
ENSMUST00000160399	1.4572671284866907
ENSMUST00000092623	-0.13927942148802633
ENSMUST00000161074	-2.380850511740239
ENSMUST00000068567	-0.948844348357056
ENSMUST00000000305	-5.373407907177698
ENSMUST00000081989	-3.4273957767709837
ENSMUST00000161692	-1.0239783259179165
ENSMUST00000048222	0.40756899259719576
ENSMUST00000069125	-1.248936736765653
ENSMUST00000172357	-3.400590556033178
ENSMUST00000105510	0.05569562247946243
ENSMUST00000092584	-6.067981220712444
ENSMUST00000019992	-0.9024127078168772
ENSMUST00000154981	-1.1275049833085011
ENSMUST00000019991	-0.4339292804331053
ENSMUST00000131629	0.9226754710831636
ENSMUST00000164763	-0.6941754321768461
ENSMUST00000044672	-0.3240629518606563
ENSMUST00000019977	-0.7367861287283539
ENSMUST00000058747	-1.6599961914116648
ENSMUST00000044166	-1.2043843808988892
ENSMUST00000019975	-2.3519476738072287
ENSMUST00000043814	-1.0062761231207562
ENSMUST00000080771	0.7162838215527602
ENSMUST00000019965	-2.380481326980584
ENSMUST00000105507	-1.80728458028082
ENSMUST00000019962	6.014277699849872
ENSMUST00000189222	-1.8071930432129817
ENSMUST00000041438	-8.193625613243254
ENSMUST00000161081	-0.8800163497614404
ENSMUST00000105502	-0.7134635281135211
ENSMUST00000151747	3.0363406237064225
ENSMUST00000105499	-0.4692671443026194
ENSMUST00000040718	-4.49754556767043
ENSMUST00000019937	-0.5557101168959947
ENSMUST00000063063	-3.2974355220406784
ENSMUST00000040275	-4.999297197194523
ENSMUST00000095725	-1.872740321544924
ENSMUST00000167488	-0.7175912873536027
ENSMUST00000058714	-6.792088914442352
ENSMUST00000054418	2.722493871381191
ENSMUST00000099858	0.8698126571921786
ENSMUST00000095715	-1.2569105974135508
ENSMUST00000105483	0.3592130407312316
ENSMUST00000035606	-1.732217990336425
ENSMUST00000020008	-0.06792106359709273
ENSMUST00000105473	-3.9316665726740654
ENSMUST00000095691	-0.14099463559476486
ENSMUST00000003843	-6.6613863556372666
ENSMUST00000099739	-1.4180413566800474
ENSMUST00000020027	-3.1904521016626286
ENSMUST00000176225	-3.4515330385873777
ENSMUST00000161570	1.6813072102767166
ENSMUST00000003310	-0.6112139143285554
ENSMUST00000036576	-1.2078120386478848
ENSMUST00000133151	4.474986585247018
ENSMUST00000092512	-2.3043816415125917
ENSMUST00000020312	-0.9866511569909568
ENSMUST00000142819	0.5091249003389556
ENSMUST00000020308	6.775896376539116
ENSMUST00000182898	0.031664385933356354
ENSMUST00000121820	1.7796968027807374
ENSMUST00000119595	0.2933610357284652
ENSMUST00000077925	-0.2933802861253201
ENSMUST00000142192	-0.9224509112931774
ENSMUST00000020289	-2.1154149318206947
ENSMUST00000167087	0.3940112621492472
ENSMUST00000049242	1.8837275537174545
ENSMUST00000047883	-1.5239202066024526
ENSMUST00000162023	0.7583725354147512
ENSMUST00000105447	-0.2708627768157961
ENSMUST00000173081	5.193217461576297
ENSMUST00000020258	-1.0617901013011748
ENSMUST00000177694	-0.25662545750709304
ENSMUST00000043317	1.0083927184765358
ENSMUST00000148712	0.21881436481733665
ENSMUST00000174317	0.7123160814969225
ENSMUST00000020023	-0.053367557581928064
ENSMUST00000146986	-0.5737757326324842
ENSMUST00000020106	0.3987308696669881
ENSMUST00000020101	-0.2523324819670836
ENSMUST00000170048	0.3065339526929784
ENSMUST00000105436	0.9353080482497408
ENSMUST00000045887	0.07672346123907875
ENSMUST00000191854	-4.724665706430376
ENSMUST00000147802	-2.165743173913393
ENSMUST00000105421	-1.011583668339515
ENSMUST00000020397	-0.45590234770666294
ENSMUST00000001712	0.7811833870954694
ENSMUST00000001716	2.0159627475011503
ENSMUST00000038169	0.9415481456697464
ENSMUST00000009236	-1.124138509042839
ENSMUST00000058906	1.5454619416546946
ENSMUST00000061617	0.9987975948505464
ENSMUST00000020452	-0.9199966370695931
ENSMUST00000162766	3.825889503063445
ENSMUST00000001179	2.200904427940804
ENSMUST00000170795	-0.18450492838926685
ENSMUST00000001148	-0.7958842657412977
ENSMUST00000105408	-4.027868464630154
ENSMUST00000098374	0.8987912109538594
ENSMUST00000009435	0.4988222481447611
ENSMUST00000099538	0.8023600875149962
ENSMUST00000057608	-3.7897172988986765
ENSMUST00000136275	1.477776251798854
ENSMUST00000131028	-0.8058984499192735
ENSMUST00000001242	4.831401746944285
ENSMUST00000001240	1.2035438860345575
ENSMUST00000005185	-0.024030979501094403
ENSMUST00000041616	1.261136230491157
ENSMUST00000105384	10.0
ENSMUST00000039271	-2.2727052234044867
ENSMUST00000178228	-2.3645551303552748
ENSMUST00000020552	2.3676862148955093
ENSMUST00000099513	8.111610200321834
ENSMUST00000168798	-2.0384073919111168
ENSMUST00000046945	0.2358532175318393
ENSMUST00000045628	-2.5776773005109903
ENSMUST00000132517	4.1645935409923265
ENSMUST00000042771	0.9883825854846302
ENSMUST00000003156	2.52997475081588
ENSMUST00000105365	2.2677591344272803
ENSMUST00000041882	2.5248468219588567
ENSMUST00000141962	0.5134964261410191
ENSMUST00000157063	2.052486976458445
ENSMUST00000068408	-0.4609397111724957
ENSMUST00000105359	2.769053488840308
ENSMUST00000186864	-0.28107987862836914
ENSMUST00000062946	0.4712550769332141
ENSMUST00000092295	1.2179443514162285
ENSMUST00000020372	0.009169050243714526
ENSMUST00000191440	0.060443087587027176
ENSMUST00000038411	1.0575852796400296
ENSMUST00000126980	1.4175086057480837
ENSMUST00000200082	-0.041375846258868205
ENSMUST00000095426	-3.2333597881015907
ENSMUST00000105336	-1.6348361454189206
ENSMUST00000151928	1.0037811589975436
ENSMUST00000053986	-2.4386184151622015
ENSMUST00000035775	-4.740007375277137
ENSMUST00000020440	0.3752195232032102
ENSMUST00000126317	0.9680497645695608
ENSMUST00000005067	2.9126096080184114
ENSMUST00000129549	-1.0805047444084768
ENSMUST00000047864	2.0721590455321732
ENSMUST00000178422	-0.15322863933211606
ENSMUST00000144087	-0.447644441852993
ENSMUST00000046114	1.9255098468135219
ENSMUST00000057798	4.567563762004936
ENSMUST00000050867	2.2293537269499155
ENSMUST00000044844	3.6778598811820298
ENSMUST00000127203	-0.3404540837093489
ENSMUST00000118763	-6.619010249656537
ENSMUST00000118498	1.205925568331932
ENSMUST00000002518	2.562672871568055
ENSMUST00000132458	4.324475055192727
ENSMUST00000201819	-0.9863906020020662
ENSMUST00000201286	1.5399125240823974
ENSMUST00000041264	-1.5409225654561998
ENSMUST00000176200	3.3691480819234805
ENSMUST00000020478	-1.8694220787611109
ENSMUST00000130911	-1.5373647432197697
ENSMUST00000040110	-0.07733554802080196
ENSMUST00000020488	0.19146107457693504
ENSMUST00000150459	-2.0859260369542296
ENSMUST00000053871	2.404357833116645
ENSMUST00000162874	-0.1693019325496188
ENSMUST00000038523	-0.4452588613265648
ENSMUST00000050813	1.1673541944162564
ENSMUST00000135235	2.045595883098496
ENSMUST00000136045	-0.9554834850670362
ENSMUST00000020243	-2.915032512967835
ENSMUST00000052355	0.8054446631288682
ENSMUST00000182183	2.165293438364356
ENSMUST00000020251	5.162393696987811
ENSMUST00000080379	-0.5290034763430947
ENSMUST00000004470	-0.4591516898988992
ENSMUST00000180843	-0.6221839173979369
ENSMUST00000020112	-1.1824262725849406
ENSMUST00000183051	-0.013961862854829612
ENSMUST00000159110	-3.27733938952513
ENSMUST00000020150	3.5487119610894657
ENSMUST00000163246	4.878752187946789
ENSMUST00000092219	0.3124404772125537
ENSMUST00000069965	-1.6186799129705522
ENSMUST00000008542	-0.8673371528603899
ENSMUST00000016033	3.4236096090942865
ENSMUST00000020203	-0.24797279094969754
ENSMUST00000181091	-1.1038610940665663
ENSMUST00000132735	-2.318561074483364
ENSMUST00000020208	0.4203663950688671
ENSMUST00000092213	0.14246209056747028
ENSMUST00000179990	0.5948754441401741
ENSMUST00000020212	1.9130640857505483
ENSMUST00000099337	3.121311637622272
ENSMUST00000075829	3.3275220825870786
ENSMUST00000020217	0.1837696245083396
ENSMUST00000038377	0.2610385992047611
ENSMUST00000020107	-0.4143617768162311
ENSMUST00000020118	-5.369057693904928
ENSMUST00000105283	-0.5442835709913304
ENSMUST00000058154	0.07130503295851842
ENSMUST00000156751	1.213200256800726
ENSMUST00000123364	-0.8544270796741384
ENSMUST00000074204	0.1936367881404087
ENSMUST00000020049	4.280624030533469
ENSMUST00000176924	1.7566194883129556
ENSMUST00000029404	-0.006383392471095664
ENSMUST00000020057	-0.16295824531578876
ENSMUST00000070663	-0.33984667375464644
ENSMUST00000064054	-0.08125909145325577
ENSMUST00000105275	0.07240299943311831
ENSMUST00000164773	10.0
ENSMUST00000162678	-0.14258284280473507
ENSMUST00000092175	7.7673311715979585
ENSMUST00000099276	-1.3679023877235963
ENSMUST00000152282	-3.196036709413128
ENSMUST00000092170	-0.39174337232599016
ENSMUST00000036044	0.3998738060415712
ENSMUST00000020350	3.8449419806372553
ENSMUST00000063470	1.8457617993632207
ENSMUST00000171944	-1.0695947405738822
ENSMUST00000020381	1.4414611623440448
ENSMUST00000132277	-0.5826296967275147
ENSMUST00000064848	0.3063563474694789
ENSMUST00000064667	-1.6933123610324925
ENSMUST00000163238	1.2165744295366687
ENSMUST00000004281	-0.24152983759460026
ENSMUST00000020444	0.3811414672973545
ENSMUST00000092143	1.8697157138404543
ENSMUST00000119093	0.3607607327350354
ENSMUST00000064107	0.12586879470320092
ENSMUST00000026902	-5.33458084769569
ENSMUST00000065600	0.9632643015759248
ENSMUST00000020322	0.9249164165669592
ENSMUST00000073792	-0.29513871491597143
ENSMUST00000020334	-0.6559987258744641
ENSMUST00000168520	0.6271360801728277
ENSMUST00000139486	-2.2102777289091957
ENSMUST00000039259	-0.3992741312840237
ENSMUST00000164259	-2.255693305017192
ENSMUST00000006914	0.19961429875382414
ENSMUST00000013970	0.05900262090357186
ENSMUST00000156208	0.1279821871067977
ENSMUST00000134686	3.3508890064100068
ENSMUST00000049149	0.10163110238222048
ENSMUST00000026469	-1.7664404356259436
ENSMUST00000026461	-0.0496830237322977
ENSMUST00000073868	-0.5051648291170272
ENSMUST00000052798	-0.5476011740015004
ENSMUST00000045621	-1.3289983831238406
ENSMUST00000092033	2.427062578530938
ENSMUST00000085708	0.4348690180738586
ENSMUST00000005826	2.916591640985281
ENSMUST00000167990	-0.5880786705762455
ENSMUST00000171342	-0.13882443176565193
ENSMUST00000099131	4.5805467561041375
