b	y
ARMCX5	3.979302586459899
ARMCX6	0.31269153443062264
ARNT	-1.1955979968467831
ARNT2	-1.2538719094062138
ARPC1A	0.7355902765428014
ARPC2	4.950258220134223
ARPC3	1.3977437269572734
ARPC4	3.273316817672684
ARPC5	2.6825280050468487
ARPC5L	0.02855093608815507
ARPP19	-2.0572522079067848
ARRDC3	1.6883548937162345
ARRDC4	0.8261939203414341
ARSB	-0.14369226329007695
ARV1	-0.20296431434912712
ARVCF	-8.699589223116371
ARX	8.956207148057086
ASAH1	1.4663561324296766
ASAP1	-6.478599056482903
ASAP2	-1.777459919191061
ASAP3	-7.121342925197874
ASB6	3.0288264632189787
ASB7	0.8298492956056719
ASB8	5.440981437877731
ASCC1	-0.8322189132775004
ASCC2	-0.5561263867644023
ASCC3	-5.727547942461006
ASCL1	-2.1078374020283586
ASF1A	-5.0148692848757195
ASH1L	-0.7260738978842262
ASH2L	0.7655521587671877
ASMTL	-3.0968216763248337
ASNA1	0.3906728101305472
ASNS	3.332971455669816
ASNSD1	-2.9982481656653386
ASPH	-4.056679034843613
ASPM	-3.986379794082648
ASRGL1	0.6962518274939844
ASTN1	2.682515998284643
ASTN2	-6.419229955676199
ASXL1	0.2778604911622521
ASXL3	1.4661655792370991
ATAD1	2.009620233174092
ATAD2	-9.247183897329423
ATAD2B	-1.0424820298440551
ATAD5	-5.66877600819901
ATCAY	10.0
ATE1	-1.2843423037676902
ATF2	2.72327725684857
ATF4	-4.702804669592598
ATF6	-3.9095842642852863
ATF7	-2.152149585331642
ATF7IP	-1.2698797579211534
ATG12	-1.7615411688497957
ATG13	0.7996541403263159
ATG14	-1.5991789728158652
ATG2B	-0.03228531341043208
ATG3	-0.2985924663402907
ATG4B	-0.4374620651535861
ATG4C	-3.15309060151073
ATG5	-0.08581502534442143
ATG7	-0.5945754412169932
ATG9A	-0.29640064762378193
ATIC	-2.526475457747001
ATL1	2.4407005620828524
ATL2	0.2807448898259861
ATM	-4.088172115071372
ATMIN	1.3837759770582876
ATOX1	7.353361729700233
ATP11C	-2.3406747564715342
ATP13A1	-3.814956487503959
ATP13A3	2.2556892657469403
ATP1A1	-1.7648507542771736
ATP1A2	-10.0
ATP1A3	10.0
ATP1B1	10.0
ATP1B2	-6.355977991088391
ATP1B3	-5.485745925145025
ATP2A2	0.32995441486400434
ATP2B1	4.035189043405753
ATP2B4	-10.0
ATP2C1	0.4736544962760184
ATP5A1	2.1892039182993
ATP5B	6.261469695730582
ATP5C1	2.0599711909618104
ATP5D	-0.4677510644706073
ATP5E	5.6344509267493335
ATP5F1	-0.6059489808959223
ATP5G1	3.366680410391345
ATP5G2	-1.7331249666249182
ATP5G3	-1.910986689921217
ATP5H	0.6828962180479821
ATP5I	3.0735327714413603
ATP5J	-0.16062457496595095
ATP5J2	1.4659150062156474
ATP5L	5.704750348597352
ATP5O	2.899294569261329
ATP5S	-2.2404351381704934
ATP5SL	-2.0957162662608537
ATP6AP1	4.6862655151021935
ATP6AP2	1.9659716737906776
ATP6V0A1	8.768548511059878
ATP6V0A2	-4.101286684613016
ATP6V0B	9.567681046475176
ATP6V0C	10.0
ATP6V0D1	6.520935925617385
ATP6V0E1	-8.63260131585971
ATP6V0E2	6.180036021609005
ATP6V1A	8.284958083039808
ATP6V1B2	4.479313455607007
ATP6V1C1	3.0410842001065594
ATP6V1D	0.4709543943599273
ATP6V1E1	3.9712958008408
ATP6V1F	10.0
ATP6V1G1	5.682766737846719
ATP6V1H	5.209592240505134
ATP7A	0.92169039660474
ATP8A1	3.240837732561208
ATP9A	7.244872851418026
ATPAF1	-1.2080168728459126
ATPAF2	-3.6843532949221904
ATPIF1	3.221011928921847
ATRNL1	3.0878779068825617
ATRX	-0.4094261630225257
ATXN10	1.4353415184257576
ATXN2	0.08458813423384835
ATXN3	-0.8739580946293708
ATXN7L3B	9.995208422033967
AUP1	0.2262856498466756
AURKA	-5.424831416346427
AURKAIP1	-0.3812697141334353
AURKB	-8.431253056558587
AUTS2	-1.5546426707938574
AXL	-10.0
AZI2	-0.3838697414279901
AZIN1	1.4797928499245916
B3GALNT1	0.7578107173514824
B3GALNT2	-5.775950500630636
B3GALT2	1.848559096208616
B3GNT5	-6.486311886047285
B4GALNT1	5.676848338355822
B4GALT3	1.7774492310747434
B4GALT4	-2.153190785390134
B4GALT7	-0.12259253586087646
BAALC	7.056310684115204
BACH1	1.962362581395292
BAD	1.2400513634022003
BAG1	-4.7348332453511395
BAG4	-0.5856756826459149
BAG5	-0.737663379585941
BAIAP2	-4.610585374806727
BAK1	-1.7824638224440006
BANF1	0.22194116389284996
BANP	0.935416075504853
BAP1	1.0182684587565896
BARD1	-10.0
BASP1	3.6901289741414813
BAZ1A	-10.0
BAZ1B	-7.597116077985518
BAZ2A	-0.43371008735903294
BAZ2B	-3.323627561800154
BBIP1	-0.7031538754255431
BBS1	-4.199552265377292
BBS10	-2.039765654426855
BBS2	-5.940484411661758
BBS4	-2.4352294019867275
BBS7	0.8292382911718473
BBS9	1.1488196498749792
BBX	-10.0
BCAN	-10.0
BCAP29	-3.5355788102295462
BCAP31	-2.3049181331425186
BCAS2	0.9276311108899308
BCAS3	3.4263923968898813
BCAT1	-5.5203180462548085
BCCIP	-5.235581370796937
BCDIN3D	-1.0356473948709184
BCHE	-7.233103211630702
BCKDHA	0.5229444427271094
BCKDHB	-7.648878535168722
BCKDK	-2.1383877419197894
BCL10	2.6139638323045244
BCL11A	10.0
BCL11B	9.54659124397826
BCL2L1	6.4547644275402405
BCL2L13	-0.5590175477729292
BCL2L2-PABPN1	-3.192400148663866
BCL7A	1.863353483326769
BCL7B	0.1629506656609573
BCL9	2.5780338816749504
BCLAF1	-2.9027073683696765
BCOR	1.7660851639576898
BCS1L	0.6892474626416687
BDH2	-10.0
BECN1	-2.6599246609047262
BEND5	4.3003480360796775
BET1	-5.088830741140917
BET1L	-3.2606154039202653
BEX1	10.0
BEX2	10.0
BEX4	4.3099878247639225
BEX5	9.358802728748348
BHLHB9	2.0428072641352037
BICD1	-4.912692411275239
BICD2	-1.0915082021935731
BID	-1.1796478545655258
BIN1	4.1743874465072
BIN3	1.0885671906139145
BIRC2	1.6634393741239488
BIRC5	-10.0
BIRC6	-2.4544364436430794
BIVM	4.923548325221733
BLCAP	10.0
BLM	-8.080067457848482
BLMH	-0.823784135354096
BLOC1S1	2.6968384260143177
BLOC1S2	5.53297288693284
BLOC1S3	1.5846313435692088
BLVRA	-0.3818747148596041
BLZF1	-2.0985410054459157
BMI1	-1.9763313274224568
BMP3	10.0
BMP7	-10.0
BMPR1A	-3.243276069985837
BMPR2	0.4813446552480294
BMS1	-0.3934723416868793
BMS1P1	-1.7793508045205255
BNIP1	-1.7356555525181234
BNIP2	-0.8477532284953561
BNIP3	-4.286305600185947
BNIP3L	0.5386661367478085
BOP1	-0.3098098863747162
BPGM	-0.037918040276220484
BPHL	-2.8034403941167003
BPNT1	-3.0650950096489704
BPTF	-3.4137048532914505
BRAP	-0.7864367217523462
BRCA1	-8.18086511423604
BRCA2	-9.354012666150263
BRCC3	-2.1454267363780044
BRD3	0.9594732289563276
BRD8	-2.4578077539175323
BRD9	-2.3164514300040544
BRE	-3.058076330759989
BRF2	1.3105669533163524
BRIP1	-7.114039918241105
BRIX1	-3.3798801005368366
BRMS1	-0.6273171186479929
BRMS1L	-4.236809379860372
BRWD1	7.328677207409393
BSCL2	4.8016147945010585
BSDC1	0.97764908494024
BSG	-6.736306042784181
BSN	4.516044971784748
BTAF1	-3.635712007886776
BTBD1	-1.2917229466155355
BTBD10	4.647234701784541
BTBD17	-10.0
BTBD3	-1.5794241527651571
BTBD9	-0.5048656598988731
BTF3	0.12933839289470234
BTF3L4	5.010548015276166
BTG1	-2.358757446631273
BTG2	-7.568047209135762
BTN2A1	-0.11179316714888457
BTN3A1	2.27895515868708
BTRC	3.502270561733107
BUB1	-7.61864789196446
BUB1B	-6.836166989608881
BUB3	-6.0983971246059845
BUD13	-2.234172244127348
BUD31	2.8651577808766735
BYSL	-3.634549267174866
BZW1	-4.620631992959172
BZW2	7.371783088076719
C10orf32	-1.5456286992866932
C10orf35	6.766598841972929
C10orf76	-4.40152334876236
C10orf88	-0.007425515061722715
C11orf1	1.3922543284880695
C11orf24	1.924013416522072
C11orf30	-1.7232606374906525
C11orf31	1.1040555158954992
C11orf49	-3.362893608950793
C11orf54	-5.0725741093937575
C11orf57	1.1962130284429793
C11orf58	-3.4006087796077367
C11orf73	-0.7475043875173832
C11orf74	-3.8428974801234013
C11orf80	2.2446548860797075
C11orf95	1.0071926349650608
C12orf10	0.28111898903703714
C12orf29	-1.513144076816522
C12orf4	0.773307029219957
C12orf43	-0.8300925965859977
C12orf45	-3.071637978481887
C12orf57	6.0465764450669575
C12orf65	-0.05312173044046617
C12orf73	2.1396395444371343
C12orf76	1.156446550561836
C14orf1	-3.356339273448904
C14orf119	-3.0820659931839485
C14orf132	4.863986552111932
C14orf159	-1.2320437148880845
C14orf166	-4.651993426315421
C14orf2	4.8982718521415824
C14orf37	-1.2199468872317896
C15orf38-AP3S2	-0.8624771032652561
C15orf41	-3.275210970706262
C15orf57	2.657899856754565
C16orf13	-0.7998127152615769
C16orf58	-1.8070407823919
C16orf62	-1.5926054809904548
C16orf70	1.2295105088085143
C16orf87	-0.9650832150954658
C17orf49	3.752497538858089
C17orf58	4.420774594525699
C17orf62	1.4559176551035349
C17orf75	-2.9663490010435867
C17orf80	-1.6649313708063604
C17orf85	-0.5081620398035195
C17orf89	-1.4643117753279675
C18orf21	1.4688504010645536
C18orf25	-0.4926340585156226
C18orf32	4.576258536395053
C18orf54	-5.784160753664581
C18orf8	2.525368444792184
C19orf12	-1.0971357116055096
C19orf25	-1.2437320075839269
C19orf43	5.1820139648339465
C19orf48	-7.364078484492228
C19orf53	-0.2733926319541948
C19orf60	2.8317933891675664
C19orf70	-1.3693062905629525
C1D	-0.2887398186507303
C1GALT1	-5.2184100022360775
C1GALT1C1	-1.0407309522140498
C1QBP	0.2402018394683059
C1orf109	-4.841240719019324
C1orf123	-3.8284445629727726
C1orf131	0.2092656783711164
C1orf159	0.3799573300778664
C1orf174	-1.4578557275052368
C1orf198	-1.3964011776695155
C1orf21	-6.2361547289900585
C1orf216	8.093150519478256
C1orf27	-3.01147614640695
C1orf35	-2.6677430091741803
C1orf43	-0.16043580301218133
C1orf50	2.5874129940703674
C1orf52	0.7311428452576301
C1orf56	-0.9694858508351994
C1orf61	-3.7452769459832655
C20orf194	4.484633471931361
C20orf24	-2.7008464093943942
C20orf27	-3.4273610376914343
C21orf33	-6.727597825248612
C21orf59	-3.522994484289619
C21orf91	0.1836419740714433
C22orf29	-1.3596170594245316
C22orf39	-1.6991567189941783
C2orf44	-0.43620874177052016
C2orf68	-2.607416137934391
C2orf69	1.006222239710556
C2orf80	5.805826948860131
C3orf14	4.211176878710546
C3orf17	-3.0143072490948386
C3orf33	-3.8303791431892815
C3orf38	-1.0077214178384442
C3orf58	-7.673472888238687
C3orf70	6.27767007643395
C4orf27	-0.3765412419524684
C4orf3	-5.5694370337969294
C4orf33	1.853080707632764
C4orf46	-5.646009975575963
C4orf48	8.610990559056031
C5orf15	-2.973921069071628
C5orf22	2.1156430857620383
C5orf24	-2.0955306653706818
C5orf28	-2.2932891628615213
C5orf30	-7.036703288046278
C5orf34	-4.232435075727556
C5orf42	-2.9288402589082727
C5orf45	1.1929085577537888
C5orf51	-3.147613023485663
C6orf1	4.65254634206038
C6orf120	-2.3133632720853727
C6orf203	-0.525837854449403
C6orf62	0.619717539633379
C6orf89	1.2811295692628568
C7orf25	-0.6266470405372775
C7orf50	0.7431133438336937
C7orf60	-1.6865387267910372
C8orf33	-0.8158117800426881
C8orf59	-4.385347405595783
C8orf76	-0.9702167872008476
C9orf142	2.207929507704351
C9orf16	9.93279102380724
C9orf3	-8.154947016739069
C9orf72	0.5513620885018329
C9orf78	2.634071198911069
CA10	3.227889441605246
CA12	-10.0
CA5B	-2.2360129995241964
CAB39	0.9151623950363568
CAB39L	5.396426409677362
CACNB1	5.407048966702551
CACNB2	1.9559975871034216
CACNB3	7.58033211781227
CACNB4	5.443066657664191
CACNG4	2.5934588471864366
CACYBP	-1.745053215990384
CAD	-5.812004909385641
CADM1	-4.595705652272521
CADM2	-6.043624706187272
CADPS	4.753580932159776
CALB1	1.9410749232123807
CALB2	5.32292227074128
CALCOCO1	3.2151958260901106
CALCOCO2	-7.418675045292879
CALD1	-10.0
CALM1	-1.1570642338854522
CALM2	4.888019891362137
CALM3	6.801220931550884
CALR	-7.023569564886169
CALU	-7.554374887329903
CAMK1D	2.7017459444280427
CAMK2B	7.0489989621154185
CAMK2D	-2.294714286864433
CAMK2G	0.6127739062302939
CAMK2N1	7.760419243046491
CAMK4	-0.7321893883323815
CAMKK2	1.2677570711053354
CAMKV	6.045621916657318
CAMLG	5.184668172549712
CAMSAP1	0.2283837075455415
CAMTA1	-6.357704237886863
CAND1	-1.5676368396716889
CANX	-9.652864182436957
CAP1	0.5273446837576469
CAP2	-2.620296847753835
CAPN1	-0.370068498439765
CAPN2	-5.676877266325341
CAPN5	2.8220273124654263
CAPN7	-0.7547461451161334
CAPRIN1	-1.1243863495546182
CAPRIN2	0.6109252452913754
CAPZA1	-1.4300482379237998
CAPZA2	-0.9359680958531204
CAPZB	-2.974360060827204
CARD8	-5.200972812249693
CARHSP1	-3.4195265675204136
CARKD	3.099745018326509
CASC3	-1.0550514057034488
CASC4	-2.106068655963549
CASC5	-7.966908385016499
CASD1	-0.2894089964580244
CASK	3.6460438487310833
CASP2	-1.939609157147942
CASP3	-0.7959407319573347
CASP8AP2	-3.7271362350426647
CAST	-6.2636799248603845
CAT	-6.519455747749965
CBFA2T2	0.9803639068672786
CBFB	-4.237174939973301
CBL	-5.1309408153804865
CBLB	2.1127319714268324
CBLL1	0.25782294311882753
CBR1	-1.5307954845177314
CBR4	-3.318464737739472
CBWD1	-1.8012890368336358
CBWD2	-1.387172087373293
CBWD3	-1.2667978373800988
CBX1	-1.1734169663690093
CBX2	-9.060558783981456
CBX3	2.0860082640989304
CBX5	0.9259403374588951
CBY1	-4.830862823120999
CC2D2A	-5.485252718743777
CCAR1	-5.040831055441966
CCBL2	-6.508459684649366
CCDC101	0.35190109375582596
CCDC107	5.117237832323992
CCDC112	5.2119275520023125
CCDC113	-2.3796989087764637
CCDC115	4.4195973765357115
CCDC117	-2.231057869818685
CCDC12	-1.0879034670691892
CCDC124	-0.6047489911512283
CCDC126	3.0985081721478505
CCDC127	-2.0219658233717404
CCDC130	1.0926529528995346
CCDC132	0.24375787997809295
CCDC137	-3.992304479843797
CCDC138	-4.2396776343260525
CCDC14	-2.942608205228232
CCDC142	-4.72831205833897
CCDC144B	-5.650808067875162
CCDC23	7.999349303068242
CCDC25	-2.4166224225567228
CCDC28B	6.230309211367457
CCDC34	-8.265288663680195
CCDC43	-0.5657401959043327
CCDC47	-5.697128125296085
CCDC50	-2.251741363696557
CCDC51	-2.6334992950673217
CCDC53	-0.21084670143102832
CCDC58	-5.4517491399669815
CCDC59	-2.461270307204728
CCDC6	0.1796866159489892
CCDC66	-0.6881818421454975
CCDC74A	-7.7090870845987425
CCDC77	-0.760867331471842
CCDC8	-10.0
CCDC82	3.1734422718518136
CCDC88A	5.836314865782434
CCDC90B	2.6967441769147156
CCDC91	0.16181910696031473
CCDC93	0.2867560343688833
CCDC94	-2.2419492764046307
CCDC97	-4.409825232203585
CCNA2	-7.834637573911749
CCNB1	-7.3500202270598844
CCNB1IP1	-7.05546006097584
CCNB2	-10.0
CCNC	-0.13796964904834788
CCND1	-10.0
CCND2	-7.986730463451562
CCND3	2.474830550810456
CCNDBP1	-1.586244909694121
CCNE2	-8.471370419819989
CCNF	0.9610254856890024
CCNG1	-8.684173101317956
CCNG2	1.7783874247722624
CCNH	2.1968515438854315
CCNI	8.169298280731683
CCNJ	-7.269981761349048
CCNK	-5.5109414428392345
CCNL1	-3.1242585485936845
CCNL2	0.16718727967193034
CCNT2	0.3860082192303379
CCPG1	1.2690105956623028
CCS	-0.7063620892646816
CCT2	0.29444705092855633
CCT3	-1.8642672424159104
CCT4	-0.17148307659814946
CCT5	-0.7052660521937197
CCT6A	-2.3406160777088196
CCT7	-0.9734786861777944
CCT8	-1.7309137780745618
CCZ1	-0.96047361030628
CD164	-7.337818102332583
CD200	10.0
CD24	10.0
CD276	-2.5858961878252136
CD2BP2	-2.800965131709761
CD320	-2.882770068275112
CD46	1.2580126575395558
CD47	-1.468396999197333
CD59	-2.605918900081945
CD63	-3.6179517146126847
CD82	-9.757076298000273
CD99	-10.0
